노을공원,,,,NNP,*,T,노을공원,*,*,*,*,*
대형공원,,,,NNP,*,T,대형공원,*,*,*,*,*
놀이공원,,,,NNP,*,T,놀이공원,*,*,*,*,*
남산공원,,,,NNP,*,T,남산공원,*,*,*,*,*
문화공원,,,,NNP,*,T,문화공원,*,*,*,*,*
올림픽공원,,,,NNP,*,T,올림픽공원,*,*,*,*,*
보라매공원,,,,NNP,*,T,보라매공원,*,*,*,*,*
사직공원,,,,NNP,*,T,사직공원,*,*,*,*,*
하늘공원,,,,NNP,*,T,하늘공원,*,*,*,*,*
시범사업,,,,NNP,*,T,시범사업,*,*,*,*,*
수자원사업,,,,NNP,*,T,수자원사업,*,*,*,*,*
방지사업,,,,NNP,*,T,방지사업,*,*,*,*,*
보급사업,,,,NNP,*,T,보급사업,*,*,*,*,*
개기일식,,,,NNP,*,T,개기일식,*,*,*,*,*
도시사업,,,,NNP,*,T,도시사업,*,*,*,*,*
도시관리,,,,NNP,*,F,도시관리,*,*,*,*,*
도시계획,,,,NNP,*,T,도시계획,*,*,*,*,*
친환경도시,,,,NNP,*,F,친환경도시,*,*,*,*,*
도시자연,,,,NNP,*,T,도시자연,*,*,*,*,*
환경에너지,,,,NNP,*,F,환경에너지,*,*,*,*,*
공간환경,,,,NNP,*,T,공간환경,*,*,*,*,*
환경기준치,,,,NNP,*,F,환경기준치,*,*,*,*,*
환경국장,,,,NNP,*,T,환경국장,*,*,*,*,*
환경관광,,,,NNP,*,T,환경관광,*,*,*,*,*
환경생태도시,,,,NNP,*,F,환경생태도시,*,*,*,*,*
환경파괴,,,,NNP,*,F,환경파괴,*,*,*,*,*
환경정책,,,,NNP,*,T,환경정책,*,*,*,*,*
문화센터,,,,NNP,*,F,문화센터,*,*,*,*,*
연구센터,,,,NNP,*,F,연구센터,*,*,*,*,*
지원센터,,,,NNP,*,F,지원센터,*,*,*,*,*
방문자센터,,,,NNP,*,F,방문자센터,*,*,*,*,*
재생센터,,,,NNP,*,F,재생센터,*,*,*,*,*
물재센터,,,,NNP,*,F,물재센터,*,*,*,*,*
관리센터,,,,NNP,*,F,관리센터,*,*,*,*,*
지료센터,,,,NNP,*,F,진료센터,*,*,*,*,*
신고센터,,,,NNP,*,F,신고센터,*,*,*,*,*
환경보건센터,,,,NNP,*,F,환경보건센터,*,*,*,*,*
환승센터,,,,NNP,*,F,환승센터,*,*,*,*,*
감시센터,,,,NNP,*,F,감시센터,*,*,*,*,*
관내센터,,,,NNP,*,F,관내센터,*,*,*,*,*
에코센터,,,,NNP,*,F,에코센터,*,*,*,*,*
체육센터,,,,NNP,*,F,체육센터,*,*,*,*,*
콜센터,,,,NNP,*,F,콜센터,*,*,*,*,*
예보센터,,,,NNP,*,F,예보센터,*,*,*,*,*
증진센터,,,,NNP,*,F,증진센터,*,*,*,*,*
모니터링센터,,,,NNP,*,F,모니터링센터,*,*,*,*,*
센터장,,,,NNP,*,T,센터장,*,*,*,*,*
복지센터,,,,NNP,*,F,복지센터,*,*,*,*,*
안전센터,,,,NNP,*,F,안전센터,*,*,*,*,*
환경생태,,,,NNP,*,F,환경생태,*,*,*,*,*
배출시설,,,,NNP,*,T,배출시설,*,*,*,*,*
현장접수,,,,NNP,*,F,현장접수,*,*,*,*,*
현장방문,,,,NNP,*,T,현장방문,*,*,*,*,*
현장복구,,,,NNP,*,F,현장복구,*,*,*,*,*
현장활동,,,,NNP,*,T,현장활동,*,*,*,*,*
현장실습,,,,NNP,*,T,현장실습,*,*,*,*,*
현장적용,,,,NNP,*,T,현장적용,*,*,*,*,*
현장인력,,,,NNP,*,T,현장인력,*,*,*,*,*
연구시작,,,,NNP,*,T,연구시작,*,*,*,*,*
개발시작,,,,NNP,*,T,개발시작,*,*,*,*,*
신고시작,,,,NNP,*,T,신고시작,*,*,*,*,*
관측시작,,,,NNP,*,T,관측시작,*,*,*,*,*
확산시작,,,,NNP,*,T,확산시작,*,*,*,*,*
개조시작,,,,NNP,*,T,개조시작,*,*,*,*,*
나무심기,,,,NNP,*,F,나무심기,*,*,*,*,*
복지시설공간,,,,NNP,*,T,복지시설공간,*,*,*,*,*
소유공간,,,,NNP,*,T,소유공간,*,*,*,*,*
녹지공간,,,,NNP,*,T,녹지공간,*,*,*,*,*
산책공간,,,,NNP,*,T,산책공간,*,*,*,*,*
보존공간,,,,NNP,*,T,보존공간,*,*,*,*,*
생태공간,,,,NNP,*,T,생태공간,*,*,*,*,*
농업공간,,,,NNP,*,T,농업공간,*,*,*,*,*
서식공간,,,,NNP,*,T,서식공간,*,*,*,*,*
방치공간,,,,NNP,*,T,방치공간,*,*,*,*,*
주거공간,,,,NNP,*,T,주거공간,*,*,*,*,*
소유공간,,,,NNP,*,T,소유공간,*,*,*,*,*
녹지공간,,,,NNP,*,T,녹지공간,*,*,*,*,*
산책공간,,,,NNP,*,T,산책공간,*,*,*,*,*
보존공간,,,,NNP,*,T,보존공간,*,*,*,*,*
휴식공간,,,,NNP,*,T,휴식공간,*,*,*,*,*
생태공간,,,,NNP,*,T,생태공간,*,*,*,*,*
녹지공간,,,,NNP,*,T,녹지공간,*,*,*,*,*
농업공간,,,,NNP,*,T,농업공간,*,*,*,*,*
서식공간,,,,NNP,*,T,서식공간,*,*,*,*,*
공사진행,,,,NNP,*,T,공사진행,*,*,*,*,*
진행신청,,,,NNP,*,T,진행신청,*,*,*,*,*
진행결과,,,,NNP,*,T,진행결과,*,*,*,*,*
현지진행,,,,NNP,*,T,현지진행,*,*,*,*,*
작업진행,,,,NNP,*,T,작업진행,*,*,*,*,*
단속진행,,,,NNP,*,T,단속진행,*,*,*,*,*
유해물질,,,,NNP,*,T,유해물질,*,*,*,*,*
영양물질,,,,NNP,*,T,영양물질,*,*,*,*,*
오염물질,,,,NNP,*,T,오염물질,*,*,*,*,*
입자물질,,,,NNP,*,T,입자물질,*,*,*,*,*
내포물질,,,,NNP,*,T,내포물질,*,*,*,*,*
동식물보호,,,,NNP,*,F,동식물보호,*,*,*,*,*
수목보호,,,,NNP,*,F,수목보호,*,*,*,*,*
관리보호,,,,NNP,*,F,관리보호,*,*,*,*,*
자연상태,,,,NNP,*,F,자연상태,*,*,*,*,*
자연현상,,,,NNP,*,T,자연현상,*,*,*,*,*
소개예정,,,,NNP,*,T,소개예정,*,*,*,*,*
조사예정,,,,NNP,*,T,조사예정,*,*,*,*,*
선언예정,,,,NNP,*,T,선언예정,*,*,*,*,*
발표예정,,,,NNP,*,T,발표예정,*,*,*,*,*
구축사업,,,,NNP,*,T,구축사업,*,*,*,*,*
확정사업,,,,NNP,*,T,확정사업,*,*,*,*,*
확장사업,,,,NNP,*,T,확장사업,*,*,*,*,*
지정사업,,,,NNP,*,T,지정사업,*,*,*,*,*
사업확대,,,,NNP,*,F,사업확대,*,*,*,*,*
사업추진,,,,NNP,*,T,사업추진,*,*,*,*,*
사업예정,,,,NNP,*,T,사업예정,*,*,*,*,*
관리운영,,,,NNP,*,T,관리운영,*,*,*,*,*
시설운영,,,,NNP,*,T,시설운영,*,*,*,*,*
